date,position,weight,strategy_cum,spy_cum
2023-02-13,GLD,0.8218561832102347,1.205437165690803,1.4158431
2023-02-20,SPY,0.7787651451488647,1.1920547940878732,1.3967404
2023-02-27,SPY,0.8653204495409349,1.168016038516889,1.3640565
2023-03-06,SPY,0.7972549183077345,1.1839792890660412,1.3871719
2023-03-13,SPY,0.9027106128623045,1.1335298741756077,1.3216318
2023-03-20,SPY,0.8400291168145388,1.1580785235982534,1.3555256
2023-03-27,SPY,0.7311574652400217,1.164215695824708,1.3649936
2023-04-03,SPY,0.7303978728304285,1.1955202063934898,1.4147745
2023-04-10,SPY,0.718286329432225,1.1930334009900272,1.4101613
2023-04-17,SPY,0.8929191872073793,1.2043159791426616,1.4250683
2023-04-24,SPY,1.0,1.2004401186392912,1.4205583
2023-05-01,SPY,1.0,1.2088188352209137,1.4304734
2023-05-08,SPY,1.0,1.2007600506715708,1.420937
2023-05-15,GLD,0.9129552150514689,1.196913379817658,1.4218667
2023-05-22,GLD,1.0,1.1712875364093924,1.4417652
2023-05-29,GLD,0.9800549889134881,1.1569514464969741,1.4459997
2023-06-05,SPY,1.0,1.1753078302565965,1.4703737
2023-06-12,SPY,1.0,1.1937450111699204,1.4934398
2023-06-19,SPY,1.0,1.2138129320305902,1.5185457
2023-06-26,SPY,1.0,1.1916610046097957,1.4908324
2023-07-03,SPY,1.0,1.2257725986183525,1.533508
2023-07-10,SPY,1.0,1.2143651037941054,1.5192366
2023-07-17,SPY,1.0,1.2452449171100368,1.557869
2023-07-24,SPY,1.0,1.2545256836231127,1.5694797
2023-07-31,SPY,1.0,1.2644415207830975,1.5818849
2023-08-07,SPY,1.0,1.2448862276429205,1.5574201
2023-08-14,SPY,1.0,1.2377049063269323,1.5484359
2023-08-21,SPY,1.0,1.2134814807182166,1.5181311
2023-08-28,SPY,1.0,1.2229278100940058,1.5299491
2023-09-04,SPY,1.0,1.2462120499875358,1.559079
2023-09-11,SPY,1.0,1.2386441037620757,1.5496112
2023-09-18,SPY,1.0,1.2296531413997713,1.538363
2023-09-25,SPY,1.0,1.1980545335084347,1.4988314
2023-10-02,SPY,1.0,1.184417367943025,1.4817705
2023-10-09,SPY,1.0,1.1982210144550067,1.4990396
2023-10-16,SPY,1.0,1.2086154140051932,1.5120436
2023-10-23,SPY,1.0,1.165430643544719,1.4580171
2023-10-30,GLD,0.7637791541767264,1.1750558358094398,1.4411294
2023-11-06,SPY,0.9218293451238186,1.2265509364141027,1.5108294
2023-11-13,SPY,0.8555015823807852,1.2375333208980297,1.5264336
2023-11-20,SPY,0.8215587845444836,1.2702403753209157,1.5752239
2023-11-27,SPY,0.9017889930739761,1.2708747826791564,1.5759869
2023-12-04,SPY,1.0,1.2769923669944834,1.5836506
2023-12-11,SPY,1.0,1.2918120467219518,1.6020291
2023-12-18,SPY,1.0,1.325068714095845,1.643272
2023-12-25,SPY,1.0,1.329785256665743,1.6491213
2024-01-01,SPY,1.0,1.3344456671606328,1.654901
2024-01-08,SPY,1.0,1.3324522567336359,1.652429
2024-01-15,SPY,1.0,1.3382918757462963,1.659671
2024-01-22,SPY,1.0,1.3572987738505662,1.6832423
2024-01-29,SPY,1.0,1.3792534480976206,1.7104694
2024-02-05,SPY,1.0,1.3828471721833175,1.7149261
2024-02-12,SPY,1.0,1.406514762110598,1.7442771
2024-02-19,SPY,1.0,1.402387658112894,1.7391589
2024-02-26,SPY,1.0,1.4205804300386793,1.7617204
2024-03-04,SPY,0.9516210156175067,1.4374758531754737,1.78369
2024-03-11,SPY,1.0,1.4345791900681752,1.7801389
2024-03-18,SPY,1.0,1.4434832657038577,1.7911878
2024-03-25,SPY,1.0,1.4629320529904866,1.8153213
2024-04-01,SPY,1.0,1.4696589948239829,1.8236687
2024-04-08,SPY,1.0,1.4599770827557401,1.8116546
2024-04-15,SPY,1.0,1.4198129576287624,1.7618158
2024-04-22,SPY,1.0,1.4065001293157968,1.7452961
2024-04-29,GLD,0.7396867771498572,1.4086023096848568,1.7814088
2024-05-06,SPY,1.0,1.4253552384037766,1.8041451
2024-05-13,SPY,0.9215070659149046,1.4364514231779617,1.8193032
2024-05-20,SPY,1.0,1.4616270189420892,1.8512601
2024-05-27,SPY,1.0,1.4599172065468886,1.8490944
2024-06-03,SPY,1.0,1.4553947150287097,1.8433664
2024-06-10,SPY,1.0,1.4770682535455668,1.8708175
2024-06-17,SPY,1.0,1.5086137359302132,1.9107722
2024-06-24,SPY,1.0,1.501419385700455,1.90166
2024-07-01,SPY,1.0,1.5086121810787994,1.9107703
2024-07-08,SPY,1.0,1.5361099865668053,1.9455984
2024-07-15,SPY,1.0,1.5533998597879226,1.9674973
2024-07-22,SPY,1.0,1.5343671834619967,1.9433908
2024-07-29,SPY,1.0,1.507007748551237,1.908738
2024-08-05,SPY,0.9629610552210742,1.4340986956301156,1.8128036
2024-08-12,SPY,0.6884305557105705,1.464674784394513,1.8684796
2024-08-19,SPY,0.6277241452231233,1.510592158198373,1.9607701
2024-08-26,SPY,0.5929510134022157,1.5130670037652632,1.9649048
2024-09-02,SPY,0.647406922927965,1.5186007532517598,1.9750305
2024-09-09,SPY,0.7515057280674977,1.4839265175632652,1.9145198
2024-09-16,SPY,0.8618465814485524,1.52249699909419,1.9720879
2024-09-23,SPY,0.9530395158906672,1.5446054471201234,2.0021415
2024-09-30,SPY,0.9453672657727682,1.5551586373717343,2.0165157
2024-10-07,SPY,0.9760054450683391,1.5394013634926393,1.9955689
2024-10-14,SPY,1.0,1.5841714931402495,2.0536294
2024-10-21,SPY,1.0,1.5823008596900632,2.0512044
2024-10-28,SPY,1.0,1.574709742433446,2.0413637
2024-11-04,SPY,1.0,1.5448328795353814,2.002633
2024-11-11,SPY,1.0,1.6233204657864566,2.10438
