unique_id,ds,cutoff,xLSTM-lo-80.0,xLSTM-median,xLSTM-hi-80.0,y
SPY,2010-05-17,2010-05-07,87.39095,90.76176,94.153564,85.61138153076172
SPY,2010-05-18,2010-05-07,85.24902,89.97662,94.26387,84.44683074951172
SPY,2010-05-19,2010-05-07,88.37022,91.1386,93.6628,83.96603393554688
SPY,2010-05-20,2010-05-07,88.924,92.8926,96.07504,80.79551696777344
SPY,2010-05-21,2010-05-07,88.563126,91.63216,94.14002,81.97505950927734
SPY,2010-05-24,2010-05-21,84.01374,90.62741,95.83568,80.9232177734375
SPY,2010-05-25,2010-05-21,85.76825,89.59906,92.29416,81.00587463378906
SPY,2010-05-26,2010-05-21,84.47078,89.93027,93.623085,80.51753997802734
SPY,2010-05-27,2010-05-21,85.27211,89.636925,92.72457,83.21470642089844
SPY,2010-05-28,2010-05-21,84.62702,88.49853,91.47045,82.17037200927734
SPY,2010-06-01,2010-05-21,84.809425,88.87046,92.03189,80.78797912597656
SPY,2010-06-02,2010-05-21,84.49888,91.24632,96.352715,82.89163970947266
SPY,2010-06-03,2010-05-21,86.08316,89.594025,92.10027,83.1771240234375
SPY,2010-06-04,2010-05-21,82.06082,88.87336,94.56258,80.25455474853516
SPY,2010-06-07,2010-05-21,85.0998,88.84436,91.15417,79.25531005859375
SPY,2010-06-08,2010-06-07,69.77637,79.44836,89.600746,80.10429382324219
SPY,2010-06-09,2010-06-07,69.42135,78.03798,87.320175,79.67606353759766
SPY,2010-06-10,2010-06-07,63.67193,78.71529,92.3945,82.00509643554688
SPY,2010-06-11,2010-06-07,66.411255,78.9677,91.71399,82.40331268310547
SPY,2010-06-14,2010-06-07,67.97418,77.75346,87.9137,82.27557373046875
SPY,2010-06-15,2010-06-07,66.0209,77.63872,89.83199,84.14633178710938
SPY,2010-06-16,2010-06-07,67.047226,78.90376,90.38267,84.11627197265625
SPY,2010-06-17,2010-06-07,64.674934,75.232796,87.578384,84.25151062011719
SPY,2010-06-18,2010-06-07,62.965935,76.76318,91.719696,84.3428726196289
SPY,2010-06-21,2010-06-07,64.785736,75.70378,87.89862,84.1012954711914
SPY,2010-06-22,2010-06-21,81.0697,85.5924,89.54036,82.71231079101562
SPY,2010-06-23,2010-06-21,81.58596,85.74398,88.95044,82.4556655883789
SPY,2010-06-24,2010-06-21,74.27354,80.48435,86.71027,81.08934783935547
SPY,2010-06-25,2010-06-21,76.09765,81.814835,87.45765,81.42900848388672
SPY,2010-06-28,2010-06-21,77.149605,82.20779,87.182144,81.17234802246094
SPY,2010-06-29,2010-06-21,76.93617,83.05113,89.00542,78.66615295410156
SPY,2010-06-30,2010-06-21,78.72588,86.58882,93.10632,77.9188232421875
SPY,2010-07-01,2010-06-21,81.730034,85.38993,88.76652,77.57157135009766
SPY,2010-07-02,2010-06-21,75.75164,82.238716,88.6792,77.14881134033203
SPY,2010-07-06,2010-06-21,80.688675,86.03302,90.48886,77.65461730957031
SPY,2010-07-07,2010-07-06,77.7177,81.65541,85.30855,80.10041046142578
SPY,2010-07-08,2010-07-06,72.4736,80.35951,87.63533,80.89303588867188
SPY,2010-07-09,2010-07-06,78.39197,83.52895,88.82292,81.49694061279297
SPY,2010-07-12,2010-07-06,80.71213,84.799805,88.18797,81.54977416992188
SPY,2010-07-13,2010-07-06,78.403885,82.6174,86.480736,82.78023529052734
SPY,2010-07-14,2010-07-06,73.56017,80.68066,88.08998,82.77273559570312
SPY,2010-07-15,2010-07-06,78.71744,84.7,90.06723,82.79534912109375
SPY,2010-07-16,2010-07-06,75.76428,81.8504,87.51138,80.5156478881836
SPY,2010-07-19,2010-07-06,77.353455,82.6986,88.092575,80.99119567871094
SPY,2010-07-20,2010-07-06,74.984985,82.434906,88.99887,81.88947296142578
SPY,2010-07-21,2010-07-20,79.723236,83.752655,87.408134,80.8250961303711
SPY,2010-07-22,2010-07-20,77.40407,82.07507,86.543846,82.6292724609375
SPY,2010-07-23,2010-07-20,75.49618,81.04471,85.84259,83.3464126586914
SPY,2010-07-26,2010-07-20,75.76145,80.49064,84.85237,84.21452331542969
SPY,2010-07-27,2010-07-20,77.90362,82.533195,86.588165,84.20695495605469
SPY,2010-07-28,2010-07-20,76.48064,82.29557,87.74454,83.66346740722656
SPY,2010-07-29,2010-07-20,76.74519,83.73709,90.45856,83.2558364868164
SPY,2010-07-30,2010-07-20,75.257454,80.75368,85.8897,83.24073028564453
SPY,2010-08-02,2010-07-20,73.44433,79.07962,84.94512,85.12039184570312
SPY,2010-08-03,2010-07-20,76.13315,81.03052,85.90712,84.71273803710938
SPY,2010-08-04,2010-08-03,82.640854,84.934555,86.82928,85.27892303466797
SPY,2010-08-05,2010-08-03,81.64959,84.46673,86.51302,85.18832397460938
SPY,2010-08-06,2010-08-03,79.8769,85.042854,88.98018,84.8410873413086
SPY,2010-08-09,2010-08-03,81.15703,85.60212,88.87308,85.29402160644531
SPY,2010-08-10,2010-08-03,82.32794,85.09585,87.39242,84.83353424072266
SPY,2010-08-11,2010-08-03,81.06359,85.38189,88.72654,82.50848388671875
SPY,2010-08-12,2010-08-03,80.242775,85.44415,89.19504,82.0027084350586
SPY,2010-08-13,2010-08-03,83.11632,85.901764,88.90471,81.76116943359375
SPY,2010-08-16,2010-08-03,81.441536,85.58586,89.212006,81.72344970703125
SPY,2010-08-17,2010-08-03,83.09355,85.401665,87.84643,82.72740936279297
SPY,2010-08-18,2010-08-17,83.008675,85.3058,86.97142,82.87842559814453
SPY,2010-08-19,2010-08-17,79.996895,85.59217,90.22494,81.43656158447266
SPY,2010-08-20,2010-08-17,83.109276,85.71269,88.557846,81.17234802246094
SPY,2010-08-23,2010-08-17,83.78033,86.67329,89.442924,80.86286926269531
SPY,2010-08-24,2010-08-17,83.31827,85.75455,87.9086,79.66258239746094
SPY,2010-08-25,2010-08-17,81.603905,85.74163,89.40766,79.97211456298828
SPY,2010-08-26,2010-08-17,82.446144,85.75117,88.72803,79.43614196777344
SPY,2010-08-27,2010-08-17,83.92394,87.103516,89.41371,80.66659545898438
SPY,2010-08-30,2010-08-17,84.118866,87.16857,89.925606,79.49652099609375
SPY,2010-08-31,2010-08-17,83.08327,87.22963,90.292,79.49652099609375
SPY,2010-09-01,2010-08-31,76.5571,79.98819,84.0791,81.8743896484375
SPY,2010-09-02,2010-08-31,78.27709,81.66836,84.770386,82.63682556152344
SPY,2010-09-03,2010-08-31,76.94609,82.77955,87.539604,83.70877075195312
SPY,2010-09-07,2010-08-31,76.27553,80.974525,85.780365,82.7651596069336
SPY,2010-09-08,2010-08-31,77.763374,81.46899,85.069374,83.3464126586914
SPY,2010-09-09,2010-08-31,76.752846,80.158165,84.086754,83.73139953613281
SPY,2010-09-10,2010-08-31,75.3637,81.319664,87.68414,84.15411376953125
SPY,2010-09-13,2010-08-31,74.22486,77.77219,82.55216,85.09017944335938
SPY,2010-09-14,2010-08-31,75.313034,80.46402,85.64216,85.03734588623047
SPY,2010-09-15,2010-08-31,74.95162,78.31016,82.82645,85.3619613647461
SPY,2010-09-16,2010-09-15,83.46192,85.85772,87.90858,85.33930969238281
SPY,2010-09-17,2010-09-15,83.70314,86.692505,88.550606,85.37116241455078
SPY,2010-09-20,2010-09-15,78.85345,84.32417,88.623436,86.67650604248047
SPY,2010-09-21,2010-09-15,81.31265,85.709854,89.28702,86.50196075439453
SPY,2010-09-22,2010-09-15,82.526764,85.88239,88.35349,86.07698822021484
SPY,2010-09-23,2010-09-15,82.030655,85.96037,89.15394,85.37876892089844
SPY,2010-09-24,2010-09-15,80.989235,86.8651,91.116776,87.13947296142578
SPY,2010-09-27,2010-09-15,85.20327,87.77955,91.023056,86.7220687866211
SPY,2010-09-28,2010-09-15,82.48898,88.19413,93.231064,87.02562713623047
SPY,2010-09-29,2010-09-15,83.78825,89.08466,93.37369,86.87384796142578
SPY,2010-09-30,2010-09-29,87.769005,88.51773,89.55666,86.61581420898438
SPY,2010-10-01,2010-09-29,84.069786,89.57263,94.767426,86.98011779785156
SPY,2010-10-04,2010-09-29,80.902565,86.14414,91.04073,86.32743072509766
SPY,2010-10-05,2010-09-29,84.43166,87.06073,89.86588,88.0653305053711
SPY,2010-10-06,2010-09-29,84.88657,87.49309,90.45833,88.05776977539062
SPY,2010-10-07,2010-09-29,83.71138,88.155235,92.71735,87.95149993896484
SPY,2010-10-08,2010-09-29,82.9507,90.47283,96.68924,88.44482421875
SPY,2010-10-11,2010-09-29,87.359604,88.54558,90.51409,88.52831268310547
SPY,2010-10-12,2010-09-29,85.35107,88.19527,91.83788,88.80147552490234
SPY,2010-10-13,2010-09-29,85.67355,88.636215,92.2274,89.49211120605469
SPY,2010-10-14,2010-10-13,87.81463,88.3858,89.372154,89.14301300048828
SPY,2010-10-15,2010-10-13,86.39185,87.44358,89.294716,89.32515716552734
SPY,2010-10-18,2010-10-13,85.50264,87.78833,90.44437,89.7653579711914
SPY,2010-10-19,2010-10-13,86.96481,88.21612,90.23014,88.58899688720703
SPY,2010-10-20,2010-10-13,87.160194,88.15305,90.022675,89.45418548583984
SPY,2010-10-21,2010-10-13,86.45914,88.19321,90.772995,89.65148162841797
SPY,2010-10-22,2010-10-13,87.21703,89.39801,91.7318,89.81844329833984
SPY,2010-10-25,2010-10-13,87.522095,88.38849,90.46324,90.08409118652344
SPY,2010-10-26,2010-10-13,86.58579,87.966644,90.518684,90.09923553466797
SPY,2010-10-27,2010-10-13,87.36032,88.21096,90.39612,89.84123229980469
SPY,2010-10-28,2010-10-27,89.59646,90.993546,92.38516,89.85637664794922
SPY,2010-10-29,2010-10-27,88.79483,90.966324,93.44222,89.92472076416016
SPY,2010-11-01,2010-10-27,87.86567,90.16988,93.22854,89.95506286621094
SPY,2010-11-02,2010-10-27,88.838554,90.45988,92.63464,90.66844940185547
SPY,2010-11-03,2010-10-27,88.69506,90.50436,92.45994,91.03275299072266
SPY,2010-11-04,2010-10-27,87.976166,91.03755,93.861885,92.78585052490234
SPY,2010-11-05,2010-10-27,88.284805,91.01393,93.60185,93.13495635986328
SPY,2010-11-08,2010-10-27,90.152916,91.57979,93.26626,92.96039581298828
SPY,2010-11-09,2010-10-27,89.23568,90.853455,93.44991,92.29252624511719
SPY,2010-11-10,2010-10-27,89.37426,91.36508,93.61073,92.66443634033203
SPY,2010-11-11,2010-11-10,90.54299,92.024765,93.17317,92.31529998779297
SPY,2010-11-12,2010-11-10,89.971214,92.003006,93.89078,91.22248077392578
SPY,2010-11-15,2010-11-10,88.58215,91.11304,93.562294,91.09342956542969
SPY,2010-11-16,2010-11-10,89.89668,91.36293,93.062164,89.67427062988281
SPY,2010-11-17,2010-11-10,90.01452,91.53148,93.070274,89.71981811523438
SPY,2010-11-18,2010-11-10,89.305244,91.885376,94.30111,91.0403060913086
SPY,2010-11-19,2010-11-10,90.094124,93.15652,95.919815,91.290771484375
SPY,2010-11-22,2010-11-10,90.91224,92.12658,93.30313,91.21485137939453
SPY,2010-11-23,2010-11-10,89.94903,91.72594,93.59576,89.89436340332031
SPY,2010-11-24,2010-11-10,90.16644,92.969475,95.368614,91.22248077392578
SPY,2010-11-26,2010-11-24,89.32709,90.78718,92.16143,90.15998077392578
SPY,2010-11-29,2010-11-24,87.631905,90.392365,92.83636,90.43318176269531
SPY,2010-11-30,2010-11-24,88.76869,91.572525,94.308876,89.92472076416016
SPY,2010-12-01,2010-11-24,89.73369,92.200325,94.492386,91.83719635009766
SPY,2010-12-02,2010-11-24,88.83641,90.79005,92.458626,93.0135498046875
SPY,2010-12-03,2010-11-24,88.07269,90.25398,92.32301,93.26396942138672
SPY,2010-12-06,2010-11-24,89.85326,91.55919,93.0379,93.16529083251953
SPY,2010-12-07,2010-11-24,88.80909,90.75527,92.66549,93.21839904785156
SPY,2010-12-08,2010-11-24,88.607254,91.63518,94.74176,93.55995178222656
SPY,2010-12-09,2010-11-24,89.26304,91.52126,93.52317,93.92423248291016
SPY,2010-12-10,2010-12-09,90.0815,92.26081,93.927185,94.4706802368164
SPY,2010-12-13,2010-12-09,91.4269,94.02184,96.39051,94.53135681152344
SPY,2010-12-14,2010-12-09,85.57316,90.61179,96.26026,94.6148452758789
SPY,2010-12-15,2010-12-09,87.71292,91.04251,94.90694,94.1822738647461
SPY,2010-12-16,2010-12-09,89.986206,93.41812,96.30766,94.7286605834961
SPY,2010-12-17,2010-12-09,90.53956,94.54071,98.01479,94.83013153076172
SPY,2010-12-20,2010-12-09,85.16427,89.92474,94.171295,95.05905151367188
SPY,2010-12-21,2010-12-09,89.71856,92.49033,95.136116,95.66171264648438
SPY,2010-12-22,2010-12-09,87.66141,91.106636,95.55804,95.95926666259766
SPY,2010-12-23,2010-12-09,89.699974,91.71767,94.09438,95.82192993164062
SPY,2010-12-27,2010-12-23,96.36076,96.417946,97.205864,95.86009979248047
SPY,2010-12-28,2010-12-23,93.99773,96.1469,98.252,95.9974365234375
SPY,2010-12-29,2010-12-23,89.94917,95.37986,101.0001,96.06608581542969
SPY,2010-12-30,2010-12-23,93.33091,96.4579,99.98889,95.91349792480469
SPY,2010-12-31,2010-12-23,93.96587,96.45816,98.94632,95.93639373779297
SPY,2011-01-03,2010-12-23,92.49293,96.28292,99.895935,96.92816925048828
SPY,2011-01-04,2010-12-23,93.911026,98.3402,101.83288,96.874755859375
SPY,2011-01-05,2010-12-23,95.76609,96.84052,99.02338,97.3782730102539
SPY,2011-01-06,2010-12-23,94.10574,95.74513,98.59848,97.18755340576172
SPY,2011-01-07,2010-12-23,95.18484,96.589424,98.60316,96.99686431884766
SPY,2011-01-10,2011-01-07,95.5466,96.90504,98.41827,96.874755859375
SPY,2011-01-11,2011-01-07,94.90082,96.851395,98.729546,97.21806335449219
SPY,2011-01-12,2011-01-07,92.64625,96.6849,100.07719,98.09542083740234
SPY,2011-01-13,2011-01-07,94.786674,96.57093,98.42588,97.9352035522461
SPY,2011-01-14,2011-01-07,94.77617,96.51172,98.23789,98.64472198486328
SPY,2011-01-18,2011-01-07,93.90119,96.32836,98.56636,98.81259155273438
SPY,2011-01-19,2011-01-07,95.23725,97.308136,99.30323,97.84364318847656
SPY,2011-01-20,2011-01-07,95.44773,97.45147,99.66001,97.7139892578125
SPY,2011-01-21,2011-01-07,94.88198,96.89344,99.46826,97.9352035522461
SPY,2011-01-24,2011-01-07,95.3369,97.67872,100.096924,98.49214172363281
SPY,2011-01-25,2011-01-24,96.704926,98.709015,100.30925,98.54554748535156
SPY,2011-01-26,2011-01-24,95.2392,97.599174,99.8952,98.92701721191406
SPY,2011-01-27,2011-01-24,94.08986,97.179695,100.14699,99.17112731933594
SPY,2011-01-28,2011-01-24,95.53144,97.65317,99.82617,97.4393310546875
SPY,2011-01-31,2011-01-24,95.44418,97.39443,99.64713,98.17169189453125
SPY,2011-02-01,2011-01-24,94.78502,97.113754,99.859024,99.74333953857422
SPY,2011-02-02,2011-01-24,94.68602,98.259285,101.68797,99.55259704589844
SPY,2011-02-03,2011-01-24,95.66759,98.00124,100.27179,99.77384948730469
SPY,2011-02-04,2011-01-24,94.692795,97.61167,100.56343,100.05612182617188
SPY,2011-02-07,2011-01-24,94.11125,97.43931,100.78128,100.68172454833984
SPY,2011-02-08,2011-02-07,98.67079,100.280205,101.66243,101.13946533203125
SPY,2011-02-09,2011-02-07,97.82923,99.517914,101.12161,100.91059875488281
SPY,2011-02-10,2011-02-07,96.455696,98.5283,100.47421,100.94872283935547
SPY,2011-02-11,2011-02-07,97.41712,99.19462,100.999374,101.55143737792969
SPY,2011-02-14,2011-02-07,97.60961,99.004776,100.37066,101.79556274414062
SPY,2011-02-15,2011-02-07,96.74906,98.85368,100.96629,101.47511291503906
SPY,2011-02-16,2011-02-07,97.32222,100.37853,103.00106,102.11595916748047
SPY,2011-02-17,2011-02-07,97.50313,100.71834,103.45348,102.42112731933594
SPY,2011-02-18,2011-02-07,98.1134,99.96726,102.128784,102.63475799560547
SPY,2011-02-22,2011-02-07,97.652336,100.574684,103.269035,100.57487487792969
SPY,2011-02-23,2011-02-22,100.96972,102.01319,103.2247,99.95690155029297
SPY,2011-02-24,2011-02-22,99.42452,102.07196,104.89833,99.88825988769531
SPY,2011-02-25,2011-02-22,95.81295,99.98658,104.04093,100.95635986328125
SPY,2011-02-28,2011-02-22,98.76686,101.15303,103.79687,101.58194732666016
SPY,2011-03-01,2011-02-22,98.89219,101.05958,103.65555,99.88825988769531
SPY,2011-03-02,2011-02-22,97.52952,100.73467,104.30201,100.1019058227539
SPY,2011-03-03,2011-02-22,100.03204,102.50802,104.80124,101.82605743408203
SPY,2011-03-04,2011-02-22,100.88403,102.97456,104.87426,101.06317138671875
SPY,2011-03-07,2011-02-22,99.9008,102.53361,105.68538,100.26974487304688
SPY,2011-03-08,2011-02-22,100.54996,102.919044,105.76788,101.14710235595703
SPY,2011-03-09,2011-03-08,99.38735,101.395164,103.13366,101.00213623046875
SPY,2011-03-10,2011-03-08,100.031136,102.07739,103.8979,99.13296508789062
SPY,2011-03-11,2011-03-08,99.779594,101.666435,103.64909,99.81964111328125
SPY,2011-03-14,2011-03-08,99.93868,101.27709,103.06439,99.21691131591797
SPY,2011-03-15,2011-03-08,100.69372,102.08376,103.545044,98.08014678955078
SPY,2011-03-16,2011-03-08,100.00375,101.95522,103.94271,96.26441192626953
SPY,2011-03-17,2011-03-08,99.78797,102.43841,104.740135,97.53850555419922
SPY,2011-03-18,2011-03-08,101.133865,102.52828,103.97381,97.89326477050781
SPY,2011-03-21,2011-03-08,99.83469,102.014565,104.24774,99.41041564941406
SPY,2011-03-22,2011-03-08,100.94493,103.00321,104.87898,99.0655746459961
SPY,2011-03-23,2011-03-22,98.980385,100.70354,102.26138,99.3490982055664
SPY,2011-03-24,2011-03-22,98.42614,101.07288,103.38449,100.2992172241211
SPY,2011-03-25,2011-03-22,96.901695,100.44348,103.28245,100.60569763183594
SPY,2011-03-28,2011-03-22,98.09193,100.262115,101.9188,100.36051177978516
SPY,2011-03-29,2011-03-22,97.879,101.063354,103.75809,101.03482055664062
SPY,2011-03-30,2011-03-22,96.35108,100.52065,104.51923,101.73207092285156
SPY,2011-03-31,2011-03-22,99.18901,101.98369,104.25737,101.5941162109375
SPY,2011-04-01,2011-03-22,97.23033,100.53407,103.4212,102.02323913574219
SPY,2011-04-04,2011-03-22,97.79467,100.67003,103.21545,102.10749816894531
SPY,2011-04-05,2011-03-22,97.28491,101.27192,104.59484,102.09223175048828
SPY,2011-04-06,2011-04-05,100.96704,101.55441,102.24466,102.41401672363281
SPY,2011-04-07,2011-04-05,101.10578,102.31918,103.68073,102.15351104736328
SPY,2011-04-08,2011-04-05,99.13078,101.810814,104.1098,101.80103302001953
SPY,2011-04-11,2011-04-05,100.57896,102.02652,103.386375,101.49456024169922
SPY,2011-04-12,2011-04-05,100.12272,102.06819,103.71267,100.73597717285156
SPY,2011-04-13,2011-04-05,99.76113,102.12593,104.23081,100.72832489013672
SPY,2011-04-14,2011-04-05,100.646706,103.16663,105.88336,100.80492401123047
SPY,2011-04-15,2011-04-05,100.965805,102.35719,103.608955,101.17272186279297
SPY,2011-04-18,2011-04-05,100.01736,101.40449,102.83437,100.03870391845703
SPY,2011-04-19,2011-04-05,100.97893,102.18048,103.42823,100.61336517333984
SPY,2011-04-20,2011-04-19,102.21538,102.647224,103.56622,101.98491668701172
SPY,2011-04-21,2011-04-19,100.98581,102.39834,103.75095,102.50592803955078
SPY,2011-04-25,2011-04-19,99.0641,101.96662,104.9521,102.39865112304688
SPY,2011-04-26,2011-04-19,101.53631,102.840576,104.477325,103.27983093261719
SPY,2011-04-27,2011-04-19,100.94903,102.524185,104.25122,103.95413208007812
SPY,2011-04-28,2011-04-19,99.95657,102.66765,105.23094,104.29129028320312
SPY,2011-04-29,2011-04-19,100.606544,103.86932,106.64835,104.53645324707031
SPY,2011-05-02,2011-04-19,101.91954,103.61985,105.47954,104.37555694580078
SPY,2011-05-03,2011-04-19,101.156555,103.28586,105.79026,104.00010681152344
SPY,2011-05-04,2011-04-19,101.835075,103.202095,105.15062,103.31051635742188
SPY,2011-05-05,2011-05-04,101.42334,103.526474,105.015884,102.37568664550781
SPY,2011-05-06,2011-05-04,102.18544,104.74148,106.88858,102.8277587890625
SPY,2011-05-09,2011-05-04,99.981705,103.041245,105.92614,103.22623443603516
SPY,2011-05-10,2011-05-04,99.175575,102.97471,106.61699,104.10737609863281
SPY,2011-05-11,2011-05-04,100.69966,103.39991,105.88307,103.01170349121094
SPY,2011-05-12,2011-05-04,101.6632,103.92771,106.161194,103.50202941894531
SPY,2011-05-13,2011-05-04,99.33508,103.557495,107.179115,102.7051773071289
SPY,2011-05-16,2011-05-04,101.82845,104.80621,107.0536,102.05388641357422
SPY,2011-05-17,2011-05-04,101.07591,104.54966,107.56907,102.0385971069336
SPY,2011-05-18,2011-05-04,101.64627,104.87325,107.4935,102.9503402709961
SPY,2011-05-19,2011-05-18,102.93177,104.93519,106.45072,103.19554901123047
SPY,2011-05-20,2011-05-18,101.66241,104.396065,106.690155,102.37568664550781
SPY,2011-05-23,2011-05-18,101.18837,104.0569,106.63341,101.18801879882812
SPY,2011-05-24,2011-05-18,102.56684,104.67356,106.516045,101.10374450683594
SPY,2011-05-25,2011-05-18,102.48495,105.0328,107.06644,101.44091033935547
SPY,2011-05-26,2011-05-18,100.89274,104.67798,107.83639,101.90831756591797
SPY,2011-05-27,2011-05-18,100.42505,105.35047,109.20739,102.299072265625
SPY,2011-05-31,2011-05-18,103.10801,104.85012,106.48736,103.36412048339844
SPY,2011-06-01,2011-05-18,102.722374,104.47297,106.534225,101.04244995117188
SPY,2011-06-02,2011-05-18,102.9323,104.94493,106.81699,100.9352035522461
SPY,2011-06-03,2011-06-02,101.60144,103.75983,105.51927,99.93142700195312
SPY,2011-06-06,2011-06-02,100.83817,102.73056,104.508865,98.87399291992188
SPY,2011-06-07,2011-06-02,100.10538,102.65435,104.727,98.8127212524414
SPY,2011-06-08,2011-06-02,101.01039,103.34257,105.14739,98.3989486694336
SPY,2011-06-09,2011-06-02,100.26448,102.212425,103.893585,99.14987182617188
SPY,2011-06-10,2011-06-02,100.093376,102.697495,104.99681,97.77067565917969
SPY,2011-06-13,2011-06-02,101.15842,103.39835,105.32448,97.84730529785156
SPY,2011-06-14,2011-06-02,99.83584,103.2522,106.01498,99.08858489990234
SPY,2011-06-15,2011-06-02,100.28313,102.14583,104.01358,97.32623291015625
SPY,2011-06-16,2011-06-02,100.521194,102.22174,103.87793,97.54080963134766
SPY,2011-06-17,2011-06-16,96.87786,98.445404,100.84483,97.8318862915039
SPY,2011-06-20,2011-06-16,94.35523,97.09172,101.23246,98.33241271972656
SPY,2011-06-21,2011-06-16,92.49953,97.366325,103.13617,99.67996215820312
SPY,2011-06-22,2011-06-16,93.04777,96.74764,101.68668,99.0793228149414
SPY,2011-06-23,2011-06-16,93.59544,97.07864,101.70925,98.7944107055664
SPY,2011-06-24,2011-06-16,92.24814,96.78836,102.47491,97.64706420898438
SPY,2011-06-27,2011-06-16,92.835236,96.90776,102.23571,98.51720428466797
SPY,2011-06-28,2011-06-16,92.774994,96.07193,100.83994,99.80314636230469
SPY,2011-06-29,2011-06-16,92.92084,96.81699,102.13996,100.65787506103516
SPY,2011-06-30,2011-06-16,92.14391,95.84085,101.14722,101.62040710449219
SPY,2011-07-01,2011-06-30,95.40389,98.393265,101.35039,103.12189483642578
SPY,2011-07-05,2011-06-30,94.28565,98.208466,101.647736,103.03726196289062
SPY,2011-07-06,2011-06-30,93.01752,97.18125,101.053925,103.16046905517578
SPY,2011-07-07,2011-06-30,93.630165,97.134415,100.63942,104.23078918457031
SPY,2011-07-08,2011-06-30,95.47255,98.6807,101.51843,103.49154663085938
SPY,2011-07-11,2011-06-30,95.39025,99.10486,102.31198,101.62040710449219
SPY,2011-07-12,2011-06-30,93.4738,96.99274,100.49746,101.18144989013672
SPY,2011-07-13,2011-06-30,96.16392,98.32502,100.48107,101.52030181884766
SPY,2011-07-14,2011-06-30,93.797646,97.70841,101.352516,100.8195571899414
SPY,2011-07-15,2011-06-30,93.01728,97.54945,101.689606,101.40478515625
SPY,2011-07-18,2011-07-15,100.376305,102.76127,104.75962,100.57317352294922
SPY,2011-07-19,2011-07-15,97.89164,100.47241,103.5213,102.20564270019531
SPY,2011-07-20,2011-07-15,92.82206,97.031166,102.31381,102.14400482177734
SPY,2011-07-21,2011-07-15,96.81622,100.166145,103.58865,103.56083679199219
SPY,2011-07-22,2011-07-15,96.06486,101.181335,105.82499,103.63014221191406
SPY,2011-07-25,2011-07-15,95.846565,100.17623,104.62121,103.05265045166016
SPY,2011-07-26,2011-07-15,99.30259,103.15962,106.148026,102.66761016845703
SPY,2011-07-27,2011-07-15,100.49675,104.62377,108.1402,100.56546020507812
SPY,2011-07-28,2011-07-15,97.88767,102.28387,106.81138,100.27286529541016
SPY,2011-07-29,2011-07-15,99.98091,104.30632,108.15732,99.58750915527344
SPY,2011-08-01,2011-07-29,101.83255,103.91234,105.894966,99.16397094726562
SPY,2011-08-02,2011-07-29,100.28869,103.66473,107.019325,96.63062286376953
SPY,2011-08-03,2011-07-29,100.605675,104.21544,107.76808,97.15422821044922
SPY,2011-08-04,2011-07-29,102.067055,104.08554,106.553505,92.60338592529297
SPY,2011-08-05,2011-07-29,102.09259,104.1282,106.41286,92.46479034423828
SPY,2011-08-08,2011-07-29,99.91544,104.32779,108.586395,86.44319152832031
SPY,2011-08-09,2011-07-29,99.27669,106.36594,112.06537,90.46271514892578
SPY,2011-08-10,2011-07-29,102.25626,105.087006,107.64623,86.46629333496094
SPY,2011-08-11,2011-07-29,101.47119,104.65212,108.235435,90.34722900390625
SPY,2011-08-12,2011-07-29,101.0778,105.35356,108.95576,90.95552062988281
SPY,2011-08-15,2011-08-12,90.30504,97.339584,104.28318,92.880615234375
SPY,2011-08-16,2011-08-12,92.15246,99.02303,105.267166,92.08747100830078
SPY,2011-08-17,2011-08-12,89.811,98.46468,107.04993,92.14907836914062
SPY,2011-08-18,2011-08-12,90.56438,97.91294,105.077225,88.17572021484375
SPY,2011-08-19,2011-08-12,93.318085,97.73459,102.322876,86.73577880859375
SPY,2011-08-22,2011-08-12,92.508896,99.50332,105.63076,86.80509185791016
SPY,2011-08-23,2011-08-12,91.97958,97.553154,103.56689,89.6618881225586
SPY,2011-08-24,2011-08-12,87.58626,96.81584,105.756065,90.92474365234375
SPY,2011-08-25,2011-08-12,87.34273,97.180176,107.647224,89.53868865966797
SPY,2011-08-26,2011-08-12,90.61359,98.13882,105.75823,90.83999633789062
SPY,2011-08-29,2011-08-26,75.93196,88.40348,101.3273,93.4504165649414
SPY,2011-08-30,2011-08-26,67.2236,83.894745,100.51066,93.69681549072266
SPY,2011-08-31,2011-08-26,64.27726,86.11839,104.74809,94.11263275146484
SPY,2011-09-01,2011-08-26,72.4832,89.68518,104.01514,93.12702941894531
SPY,2011-09-02,2011-08-26,70.25679,84.77222,98.98434,90.74764251708984
SPY,2011-09-06,2011-08-26,64.48131,84.49058,103.26231,90.08540344238281
SPY,2011-09-07,2011-08-26,71.4729,88.56773,106.77297,92.62652587890625
SPY,2011-09-08,2011-08-26,63.81749,80.36662,98.951454,91.66395568847656
SPY,2011-09-09,2011-08-26,63.882973,83.06777,102.78925,89.2614974975586
SPY,2011-09-12,2011-08-26,63.664413,81.01685,99.83327,89.83897399902344
SPY,2011-09-13,2011-09-12,90.90144,95.115906,98.41469,90.66291809082031
SPY,2011-09-14,2011-09-12,89.36223,95.22981,99.32241,91.91808319091797
SPY,2011-09-15,2011-09-12,85.70011,91.33386,96.47081,93.50433349609375
SPY,2011-09-16,2011-09-12,91.37793,94.57847,97.45208,94.05774688720703
SPY,2011-09-19,2011-09-12,86.882095,93.25049,98.63393,93.12118530273438
